p,o,s,e,_,x,|,|,p,o,s,e,_,y,|,|,p,o,s,e,_,t,h,e,t,a,|,|,v,e,l,_,x,|,|,v,e,l,_,y,|,|,v,e,l,_,t,h,e,t,a
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.0,0.0
0.0,0.0,0.0,0.001,0.0,0.0
0.001,0.0,0.0,0.004,0.0,0.0
0.002,0.0,0.0,0.012,0.0,0.0
0.003,0.0,0.0,0.014,0.0,0.0
0.008,0.0,0.0,0.017,0.0,0.0
0.01,0.0,0.0,0.016,0.0,0.0
0.012,0.0,0.0,0.016,0.0,0.0
0.014,0.0,0.0,0.015,0.0,0.0
0.016,0.0,0.0,0.014,0.0,0.0
0.018,0.0,0.0,0.015,0.0,0.0
0.02,0.0,0.0,0.02,0.0,0.0
0.023,0.0,0.0,0.03,0.0,0.017
0.026,0.0,0.0,0.035,0.0,-0.017
0.031,0.0,0.0,0.053,0.0,0.0
0.037,0.0,0.0,0.061,0.0,0.017
0.044,0.0,0.0,0.083,0.0,0.0
0.052,0.0,0.0,0.089,0.0,-0.035
0.06,0.0,0.0,0.085,0.0,-0.035
0.068,0.0,0.0,0.092,0.0,0.0
0.086,0.0,0.0,0.089,0.0,0.035
0.095,0.0,0.0,0.088,0.0,-0.035
0.104,0.0,0.0,0.095,0.0,0.0
0.113,0.0,0.0,0.092,0.0,-0.017
0.122,0.0,0.0,0.087,0.0,0.0
0.131,0.0,0.0,0.096,0.0,0.017
0.153,0.0,0.0,0.116,0.0,0.087
0.165,0.0,0.017,0.124,0.0,0.105
0.178,0.001,0.017,0.115,0.0,0.105
0.191,0.001,0.017,0.136,0.0,0.052
0.206,0.001,0.017,0.154,0.0,0.0
0.222,0.001,0.017,0.17,0.0,0.035
0.24,0.001,0.0,0.201,0.0,-0.035
0.261,0.001,0.0,0.22,0.0,-0.07
0.285,0.001,0.0,0.251,0.0,-0.017
0.311,0.001,0.0,0.266,0.0,0.035
0.339,0.002,0.0,0.287,0.0,0.0
0.397,0.002,0.0,0.303,0.0,-0.017
0.426,0.002,0.0,0.282,0.0,0.035
0.454,0.002,0.0,0.276,0.0,-0.087
0.481,0.002,-0.0,0.263,0.0,0.0
0.508,0.002,-0.0,0.26,0.0,0.0
0.534,0.002,0.0,0.27,0.0,0.035
0.56,0.002,0.0,0.266,0.0,0.017
0.586,0.002,0.0,0.266,0.0,-0.07
0.613,0.002,-0.0,0.27,0.0,-0.052
0.641,0.002,-0.0,0.28,0.0,-0.052
0.67,0.002,-0.017,0.284,0.0,0.0
0.7,0.002,-0.017,0.314,0.0,-0.087
0.763,0.002,-0.017,0.319,0.0,0.0
0.795,0.001,-0.017,0.313,0.0,0.0
0.826,0.0,-0.017,0.304,0.0,0.052
0.855,0.0,-0.017,0.304,0.0,0.07
0.884,-0.001,-0.0,0.294,0.0,0.14
0.914,-0.001,0.017,0.309,0.0,0.105
0.944,-0.001,0.017,0.299,0.0,0.087
0.975,0.0,0.035,0.31,0.0,-0.052
1.006,0.001,0.035,0.326,0.0,-0.052
1.068,0.004,0.035,0.302,0.0,0.14
1.098,0.005,0.052,0.296,0.0,0.087
1.127,0.007,0.07,0.289,0.0,0.087
1.156,0.01,0.07,0.303,0.0,0.0
1.187,0.012,0.07,0.309,0.0,0.087
1.218,0.015,0.087,0.322,0.0,0.035
1.249,0.018,0.087,0.318,0.0,0.052
1.28,0.021,0.105,0.307,0.0,0.105
1.311,0.024,0.105,0.314,0.0,0.0
1.342,0.027,0.105,0.311,0.0,0.052
1.4,0.033,0.105,0.305,0.0,-0.07
1.429,0.036,0.105,0.301,0.0,-0.035
1.459,0.039,0.105,0.29,0.0,0.0
1.489,0.042,0.087,0.276,0.0,-0.017
1.52,0.045,0.07,0.298,0.0,0.035
1.552,0.047,0.052,0.295,0.0,0.07
1.584,0.05,0.052,0.31,0.0,-0.035
1.616,0.051,0.052,0.305,0.0,-0.035
1.646,0.053,0.035,0.312,0.0,-0.122
1.676,0.054,0.035,0.317,0.0,-0.14
1.737,0.056,0.017,0.302,0.0,0.0
1.767,0.057,0.017,0.288,0.0,-0.035
1.798,0.058,0.0,0.309,0.0,-0.087
1.829,0.058,-0.0,0.322,0.0,-0.087
1.859,0.058,-0.017,0.315,0.0,-0.157
1.888,0.058,-0.017,0.301,0.0,-0.017
1.918,0.058,-0.017,0.28,0.0,0.07
1.948,0.057,-0.017,0.312,0.0,0.0
1.979,0.056,-0.017,0.334,0.0,-0.14
2.041,0.054,-0.052,0.318,0.0,-0.14
2.07,0.052,-0.052,0.295,0.0,0.0
2.1,0.05,-0.052,0.291,0.0,-0.017
2.13,0.048,-0.052,0.305,0.0,-0.105
2.159,0.046,-0.052,0.294,0.0,-0.07
2.188,0.044,-0.07,0.295,0.0,0.052
2.218,0.042,-0.07,0.31,0.0,0.017
2.249,0.039,-0.052,0.314,0.0,0.0
2.279,0.037,-0.052,0.298,0.0,0.052
2.339,0.033,-0.07,0.295,0.0,-0.035
2.367,0.031,-0.07,0.275,0.0,0.017
2.395,0.028,-0.07,0.29,0.0,-0.017
2.424,0.026,-0.07,0.287,0.0,0.035
2.453,0.024,-0.07,0.308,0.0,0.0
2.484,0.022,-0.07,0.323,0.0,-0.087
2.516,0.019,-0.07,0.324,0.0,-0.122
2.548,0.017,-0.07,0.3,0.0,0.035
2.577,0.014,-0.07,0.282,0.0,0.122
2.606,0.012,-0.07,0.291,0.0,0.0
2.635,0.01,-0.07,0.272,0.0,0.017
2.663,0.008,-0.07,0.282,0.0,-0.052
2.721,0.003,-0.07,0.304,0.0,0.0
2.751,0.001,-0.07,0.32,0.0,-0.052
2.782,-0.002,-0.07,0.309,0.0,0.017
2.814,-0.004,-0.07,0.313,0.0,0.105
2.847,-0.007,-0.052,0.329,0.0,0.087
2.878,-0.009,-0.052,0.322,0.0,0.035
2.907,-0.01,-0.035,0.298,0.0,0.14
2.937,-0.011,-0.035,0.301,0.0,0.017
2.967,-0.012,-0.017,0.291,0.0,0.122
2.996,-0.012,-0.017,0.315,0.0,0.0
3.027,-0.013,-0.0,0.308,0.0,0.0
3.058,-0.013,-0.017,0.307,0.0,0.105
3.089,-0.013,-0.0,0.302,0.0,0.07
3.12,-0.013,0.017,0.314,0.0,0.07
3.151,-0.013,0.017,0.293,0.0,0.122
3.212,-0.011,0.035,0.303,0.0,0.052
3.243,-0.01,0.035,0.317,0.0,0.087
3.274,-0.008,0.052,0.327,0.0,0.0
3.306,-0.006,0.052,0.325,0.0,0.0
3.337,-0.004,0.052,0.306,0.0,0.017
3.368,-0.002,0.052,0.298,0.0,0.0
3.398,-0.001,0.052,0.311,0.0,0.0
3.427,0.001,0.052,0.294,0.0,0.017
3.456,0.003,0.052,0.298,0.0,-0.052
3.517,0.006,0.035,0.321,0.0,-0.209
3.548,0.007,0.017,0.333,0.0,-0.244
3.58,0.008,0.0,0.326,0.0,-0.07
3.611,0.008,0.0,0.314,0.0,-0.017
3.642,0.008,0.0,0.295,0.0,0.07
3.671,0.008,0.0,0.283,0.0,0.0
3.7,0.008,-0.0,0.29,0.0,-0.122
3.729,0.008,-0.017,0.296,0.0,-0.035
3.759,0.008,-0.017,0.293,0.0,0.0
3.823,0.007,-0.035,0.322,0.0,0.0
3.856,0.005,-0.035,0.327,0.0,-0.052
3.889,0.004,-0.052,0.313,0.0,-0.035
3.919,0.002,-0.052,0.31,0.0,-0.07
3.948,0.0,-0.07,0.302,0.0,-0.14
3.977,-0.003,-0.07,0.279,0.0,0.0
4.006,-0.005,-0.07,0.285,0.0,0.052
4.037,-0.008,-0.087,0.31,0.0,-0.087
4.068,-0.011,-0.087,0.332,0.0,-0.14
4.098,-0.014,-0.087,0.296,0.0,0.017
4.158,-0.019,-0.07,0.303,0.0,0.122
4.188,-0.021,-0.052,0.285,0.0,0.122
4.218,-0.023,-0.035,0.301,0.0,0.0
4.247,-0.024,-0.035,0.298,0.0,0.07
4.278,-0.025,-0.035,0.304,0.0,0.052
4.309,-0.026,-0.017,0.316,0.0,0.0
4.34,-0.027,-0.017,0.302,0.0,0.035
4.372,-0.028,-0.017,0.308,0.0,0.052
4.403,-0.028,-0.0,0.312,0.0,0.035
4.432,-0.028,0.0,0.298,0.0,0.105
4.462,-0.028,0.017,0.311,0.0,0.035
4.492,-0.028,0.017,0.299,0.0,0.087
4.522,-0.028,0.017,0.301,0.0,0.105
4.585,-0.025,0.017,0.327,0.0,-0.035
4.617,-0.024,0.035,0.308,0.0,0.157
4.648,-0.023,0.035,0.311,0.0,0.192
4.679,-0.021,0.052,0.31,0.0,0.122
4.708,-0.019,0.07,0.29,0.0,0.087
4.737,-0.017,0.07,0.289,0.0,-0.035
4.766,-0.014,0.07,0.284,0.0,0.0
4.796,-0.012,0.052,0.299,0.0,-0.105
4.825,-0.01,0.052,0.313,0.0,-0.087
4.855,-0.008,0.052,0.309,0.0,0.035
4.919,-0.003,0.07,0.326,0.0,0.017
4.95,-0.001,0.087,0.318,0.0,0.087
4.981,0.002,0.087,0.298,0.0,0.087
5.012,0.005,0.105,0.315,0.0,0.052
5.042,0.009,0.122,0.287,0.0,0.122
5.071,0.012,0.122,0.293,0.0,0.035
5.1,0.015,0.122,0.297,0.0,0.087
5.13,0.018,0.122,0.298,0.0,0.175
5.161,0.023,0.157,0.307,0.0,0.332
5.19,0.028,0.192,0.31,0.0,0.471
5.219,0.035,0.244,0.31,0.0,0.436
5.248,0.043,0.297,0.308,0.0,0.401
5.278,0.052,0.332,0.315,0.0,0.349
5.336,0.075,0.401,0.313,0.0,0.244
5.365,0.088,0.419,0.321,0.0,0.192
5.394,0.101,0.436,0.317,0.0,0.279
5.423,0.115,0.471,0.323,0.0,0.175
5.452,0.13,0.489,0.32,0.0,0.244
5.48,0.145,0.524,0.317,0.0,0.297
5.506,0.161,0.559,0.31,0.0,0.279
5.531,0.177,0.593,0.291,0.0,0.314
5.578,0.212,0.663,0.287,0.0,0.349
5.602,0.23,0.698,0.293,0.0,0.279
5.626,0.25,0.733,0.315,0.0,0.244
5.65,0.272,0.75,0.326,0.0,0.244
5.674,0.295,0.785,0.331,0.0,0.244
5.697,0.318,0.803,0.308,0.0,0.297
5.717,0.341,0.838,0.291,0.0,0.279
5.736,0.364,0.873,0.29,0.0,0.297
5.754,0.387,0.908,0.301,0.0,0.367
5.79,0.436,0.977,0.301,0.0,0.209
5.807,0.462,1.012,0.311,0.0,0.297
5.823,0.489,1.047,0.323,0.0,0.297
5.839,0.517,1.065,0.32,0.0,0.297
5.853,0.545,1.1,0.304,0.0,0.262
5.866,0.573,1.134,0.315,0.0,0.262
5.879,0.602,1.169,0.323,0.0,0.349
5.891,0.631,1.204,0.309,0.0,0.349
5.902,0.66,1.239,0.295,0.0,0.297
5.911,0.689,1.274,0.299,0.0,0.227
5.919,0.718,1.292,0.31,0.0,0.279
5.934,0.776,1.361,0.295,0.0,0.314
5.94,0.807,1.396,0.315,0.0,0.279
5.945,0.838,1.431,0.336,0.0,0.244
5.949,0.869,1.449,0.306,0.0,0.297
5.952,0.899,1.484,0.285,0.0,0.262
5.956,0.957,1.553,0.296,0.0,0.209
5.956,0.986,1.571,0.286,0.0,0.175
5.956,1.015,1.588,0.288,0.0,0.175
5.955,1.045,1.606,0.313,0.0,0.052
5.954,1.076,1.623,0.314,0.0,0.087
5.952,1.109,1.606,0.31,0.0,0.0
5.951,1.142,1.588,0.303,0.0,-0.07
5.951,1.174,1.571,0.311,0.0,-0.105
5.951,1.235,1.553,0.285,0.0,0.0
5.952,1.265,1.536,0.288,0.0,0.07
5.953,1.294,1.553,0.31,0.0,-0.035
5.954,1.323,1.553,0.308,0.0,0.0
5.955,1.354,1.536,0.305,0.0,0.0
5.957,1.386,1.518,0.304,0.0,-0.035
5.958,1.417,1.518,0.292,0.0,0.017
5.961,1.449,1.518,0.321,0.0,-0.035
5.963,1.48,1.501,0.321,0.0,-0.157
5.965,1.509,1.501,0.312,0.0,-0.14
5.971,1.568,1.484,0.287,0.0,0.0
5.974,1.598,1.484,0.309,0.0,-0.052
5.977,1.629,1.466,0.322,0.0,-0.175
5.98,1.661,1.466,0.335,0.0,-0.227
5.983,1.693,1.449,0.334,0.0,-0.122
5.987,1.723,1.449,0.32,0.0,-0.14
5.99,1.753,1.449,0.303,0.0,-0.017
5.994,1.783,1.449,0.281,0.0,0.157
5.998,1.812,1.449,0.289,0.0,0.035
6.001,1.841,1.449,0.29,0.0,0.0
6.004,1.871,1.449,0.3,0.0,0.035
6.008,1.9,1.449,0.305,0.0,0.017
6.014,1.96,1.466,0.314,0.0,0.07
6.017,1.992,1.484,0.303,0.0,0.07
6.02,2.022,1.501,0.309,0.0,0.105
6.023,2.054,1.501,0.317,0.0,0.017
6.025,2.085,1.501,0.32,0.0,0.052
6.027,2.116,1.518,0.311,0.0,0.105
6.029,2.146,1.518,0.318,0.0,0.0
6.031,2.177,1.518,0.315,0.0,-0.017
6.033,2.208,1.518,0.295,0.0,0.07
6.034,2.238,1.536,0.305,0.0,0.052
6.036,2.267,1.536,0.288,0.0,0.052
6.037,2.296,1.536,0.287,0.0,-0.052
6.038,2.325,1.536,0.303,0.0,0.0
6.04,2.383,1.518,0.297,0.0,-0.105
6.042,2.413,1.518,0.31,0.0,-0.122
6.044,2.442,1.518,0.288,0.0,0.0
6.046,2.472,1.518,0.3,0.0,0.017
6.047,2.501,1.536,0.299,0.0,0.052
6.049,2.53,1.536,0.285,0.0,0.017
6.05,2.56,1.536,0.302,0.0,-0.052
6.052,2.62,1.536,0.3,0.0,0.0
6.053,2.65,1.536,0.303,0.0,-0.105
6.055,2.679,1.536,0.298,0.0,-0.035
6.056,2.708,1.536,0.282,0.0,0.017
6.057,2.737,1.536,0.289,0.0,0.0
6.059,2.766,1.536,0.278,0.0,0.07
6.06,2.795,1.536,0.301,0.0,0.0
6.061,2.824,1.536,0.293,0.0,0.122
6.062,2.854,1.536,0.299,0.0,0.0
6.064,2.884,1.536,0.31,0.0,-0.209
6.065,2.914,1.518,0.307,0.0,-0.105
